<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.29	06:20:00	4037.962	4038.374	4036.779	4036.779	151	0	240
2026.07.29	06:21:00	4037.083	4037.331	4036.429	4036.927	106	0	240
2026.07.29	06:22:00	4036.960	4037.171	4036.069	4036.359	118	0	240
2026.07.29	06:23:00	4036.352	4039.472	4035.878	4039.327	203	0	240
2026.07.29	06:24:00	4039.457	4043.066	4039.372	4040.879	250	0	240
2026.07.29	06:25:00	4040.905	4041.188	4040.202	4041.071	144	0	240
2026.07.29	06:26:00	4041.011	4041.736	4040.413	4040.724	127	0	240
2026.07.29	06:27:00	4040.833	4041.207	4040.532	4041.136	119	0	240
2026.07.29	06:28:00	4041.139	4041.518	4040.421	4040.448	154	0	240
2026.07.29	06:29:00	4040.695	4041.448	4040.312	4040.843	149	0	240
2026.07.29	06:30:00	4040.794	4042.270	4040.542	4042.080	217	0	240
2026.07.29	06:31:00	4042.099	4042.648	4041.927	4042.394	185	0	240
2026.07.29	06:32:00	4042.304	4042.874	4041.583	4042.443	157	0	240
2026.07.29	06:33:00	4042.443	4043.648	4042.122	4043.437	171	0	240
2026.07.29	06:34:00	4043.486	4043.685	4042.554	4043.543	156	0	240
2026.07.29	06:35:00	4043.597	4044.891	4042.786	4043.336	154	0	240
2026.07.29	06:36:00	4043.348	4044.532	4043.195	4043.428	128	0	240
2026.07.29	06:37:00	4043.379	4043.569	4042.044	4042.514	193	0	240
2026.07.29	06:38:00	4042.514	4043.943	4042.514	4042.864	170	0	240
2026.07.29	06:39:00	4042.993	4043.974	4042.261	4043.074	152	0	240
2026.07.29	06:40:00	4043.130	4043.997	4042.803	4043.682	160	0	240
2026.07.29	06:41:00	4043.674	4043.777	4042.338	4042.661	191	0	240
2026.07.29	06:42:00	4042.470	4042.892	4041.589	4042.526	188	0	240
2026.07.29	06:43:00	4042.681	4042.861	4041.909	4042.371	122	0	240
2026.07.29	06:44:00	4042.371	4042.968	4042.268	4042.731	97	0	240
2026.07.29	06:45:00	4042.601	4043.068	4041.736	4041.893	128	0	240
2026.07.29	06:46:00	4041.836	4042.454	4041.555	4041.881	143	0	240
2026.07.29	06:47:00	4041.862	4042.322	4041.535	4042.004	105	0	240
2026.07.29	06:48:00	4042.240	4042.557	4041.287	4041.519	131	0	240
2026.07.29	06:49:00	4041.551	4041.551	4039.843	4040.302	141	0	240
2026.07.29	06:50:00	4040.290	4042.500	4039.771	4042.262	219	0	240
2026.07.29	06:51:00	4042.240	4042.314	4041.341	4041.944	133	0	240
2026.07.29	06:52:00	4041.758	4042.578	4041.672	4041.909	155	0	240
2026.07.29	06:53:00	4041.924	4042.112	4041.105	4041.271	150	0	240
2026.07.29	06:54:00	4041.217	4041.731	4040.825	4041.135	151	0	240
2026.07.29	06:55:00	4041.183	4041.374	4040.644	4041.167	107	0	240
2026.07.29	06:56:00	4041.115	4041.514	4040.620	4040.793	121	0	240
2026.07.29	06:57:00	4040.866	4041.926	4040.625	4041.601	133	0	240
2026.07.29	06:58:00	4041.579	4042.226	4040.997	4041.288	139	0	240
2026.07.29	06:59:00	4041.267	4041.393	4040.647	4041.216	118	0	240
2026.07.29	07:00:00	4040.924	4042.901	4040.924	4042.058	230	0	240
2026.07.29	07:01:00	4041.987	4042.684	4041.030	4042.684	175	0	240
2026.07.29	07:02:00	4042.710	4044.337	4042.710	4043.748	143	0	240
2026.07.29	07:03:00	4043.695	4044.007	4042.330	4042.381	122	0	240
2026.07.29	07:04:00	4042.441	4043.161	4041.899	4042.140	132	0	240
2026.07.29	07:05:00	4041.915	4043.990	4041.887	4043.273	179	0	240
2026.07.29	07:06:00	4043.379	4044.993	4043.048	4043.883	150	0	240
2026.07.29	07:07:00	4043.830	4044.390	4043.103	4043.217	134	0	240
2026.07.29	07:08:00	4043.583	4044.379	4042.960	4043.027	141	0	240
2026.07.29	07:09:00	4042.974	4044.639	4042.732	4044.588	142	0	240
2026.07.29	07:10:00	4044.811	4045.172	4044.404	4045.095	121	0	240
2026.07.29	07:11:00	4045.101	4046.336	4045.101	4045.577	132	0	240
2026.07.29	07:12:00	4045.590	4046.385	4044.623	4046.312	144	0	240
2026.07.29	07:13:00	4046.348	4046.348	4044.952	4045.819	143	0	240
2026.07.29	07:14:00	4045.848	4046.467	4044.993	4045.384	125	0	240
2026.07.29	07:15:00	4045.118	4045.441	4044.576	4045.075	106	0	240
2026.07.29	07:16:00	4045.135	4045.521	4044.331	4044.579	135	0	240
2026.07.29	07:17:00	4044.523	4045.819	4044.041	4045.592	129	0	240
2026.07.29	07:18:00	4045.744	4045.857	4044.868	4045.361	122	0	240
2026.07.29	07:19:00	4045.252	4046.055	4045.134	4045.377	87	0	240
2026.07.29	07:20:00	4045.409	4045.862	4045.142	4045.776	92	0	240
2026.07.29	07:21:00	4045.769	4046.920	4045.769	4046.464	120	0	240
2026.07.29	07:22:00	4046.456	4047.814	4045.868	4047.031	160	0	240
2026.07.29	07:23:00	4046.989	4047.346	4046.249	4046.423	99	0	240
2026.07.29	07:24:00	4046.289	4047.275	4045.662	4046.603	118	0	240
2026.07.29	07:25:00	4046.896	4047.224	4045.777	4046.370	134	0	240
2026.07.29	07:26:00	4046.318	4046.318	4045.412	4045.877	120	0	240
2026.07.29	07:27:00	4045.927	4046.154	4044.918	4044.975	90	0	240
2026.07.29	07:28:00	4045.162	4045.591	4044.716	4044.981	92	0	240
2026.07.29	07:29:00	4044.976	4045.922	4044.515	4045.859	127	0	240
2026.07.29	07:30:00	4045.908	4046.118	4045.244	4045.602	128	0	240
2026.07.29	07:31:00	4045.657	4046.344	4044.681	4045.968	143	0	240
2026.07.29	07:32:00	4045.940	4045.940	4045.270	4045.387	130	0	240
2026.07.29	07:33:00	4045.639	4046.842	4045.413	4046.164	150	0	240
2026.07.29	07:34:00	4046.418	4046.475	4045.260	4045.474	118	0	240
2026.07.29	07:35:00	4045.774	4046.592	4045.534	4045.971	116	0	240
2026.07.29	07:36:00	4045.995	4046.959	4045.961	4046.959	84	0	240
2026.07.29	07:37:00	4046.756	4047.511	4046.365	4047.023	148	0	240
2026.07.29	07:38:00	4046.954	4047.311	4046.481	4046.788	109	0	240
2026.07.29	07:39:00	4046.730	4047.402	4045.752	4045.987	157	0	240
2026.07.29	07:40:00	4045.949	4047.396	4045.612	4047.108	124	0	240
2026.07.29	07:41:00	4047.236	4047.402	4046.256	4046.980	116	0	240
2026.07.29	07:42:00	4046.948	4047.261	4046.607	4047.056	88	0	240
2026.07.29	07:43:00	4046.751	4047.135	4046.144	4046.629	115	0	240
2026.07.29	07:44:00	4046.560	4046.982	4045.932	4046.092	94	0	240
2026.07.29	07:45:00	4045.778	4046.797	4045.775	4046.408	116	0	240
2026.07.29	07:46:00	4046.396	4046.396	4045.256	4046.059	88	0	240
2026.07.29	07:47:00	4045.750	4046.585	4045.750	4045.924	99	0	240
2026.07.29	07:48:00	4045.906	4045.906	4044.770	4045.178	91	0	240
2026.07.29	07:49:00	4045.228	4045.383	4044.109	4044.671	118	0	240
2026.07.29	07:50:00	4044.367	4044.490	4043.705	4043.923	121	0	240
2026.07.29	07:51:00	4044.031	4044.581	4043.882	4044.350	95	0	240
2026.07.29	07:52:00	4044.656	4044.755	4043.485	4043.635	98	0	240
2026.07.29	07:53:00	4043.687	4043.931	4042.694	4043.422	111	0	240
2026.07.29	07:54:00	4043.184	4043.859	4042.971	4043.542	90	0	240
2026.07.29	07:55:00	4043.280	4043.818	4042.977	4043.289	110	0	240
2026.07.29	07:56:00	4043.596	4043.925	4042.836	4043.730	105	0	240
2026.07.29	07:57:00	4043.927	4044.251	4043.585	4043.900	98	0	240
2026.07.29	07:58:00	4043.948	4044.347	4042.727	4043.095	98	0	240
2026.07.29	07:59:00	4043.099	4043.882	4042.978	4043.882	96	0	240
2026.07.29	08:00:00	4043.832	4044.457	4043.196	4043.839	163	0	240
2026.07.29	08:01:00	4043.887	4044.323	4043.445	4043.965	146	0	240
2026.07.29	08:02:00	4043.916	4044.231	4042.580	4042.952	161	0	240
2026.07.29	08:03:00	4042.955	4043.317	4042.618	4043.009	129	0	240
2026.07.29	08:04:00	4043.059	4044.251	4042.776	4043.565	122	0	240
2026.07.29	08:05:00	4043.514	4043.801	4043.115	4043.313	91	0	240
2026.07.29	08:06:00	4043.227	4043.812	4043.001	4043.721	103	0	240
2026.07.29	08:07:00	4043.782	4043.912	4043.010	4043.023	114	0	240
2026.07.29	08:08:00	4043.081	4043.611	4042.355	4042.729	131	0	240
2026.07.29	08:09:00	4042.747	4042.747	4040.638	4041.188	168	0	240
2026.07.29	08:10:00	4041.247	4042.339	4041.247	4041.835	139	0	240
2026.07.29	08:11:00	4041.707	4042.081	4040.255	4040.587	140	0	240
2026.07.29	08:12:00	4040.635	4040.664	4039.335	4040.376	141	0	240
2026.07.29	08:13:00	4040.275	4040.677	4039.942	4040.182	112	0	240
2026.07.29	08:14:00	4040.285	4040.334	4039.097	4039.234	118	0	240
2026.07.29	08:15:00	4039.269	4041.318	4039.269	4040.681	144	0	240
2026.07.29	08:16:00	4040.730	4041.401	4040.245	4040.954	110	0	240
2026.07.29	08:17:00	4041.172	4042.327	4040.579	4041.810	120	0	240
2026.07.29	08:18:00	4041.816	4041.919	4040.854	4041.098	92	0	240
2026.07.29	08:19:00	4041.183	4041.592	4040.604	4040.616	108	0	240
2026.07.29	08:20:00	4040.843	4040.845	4039.830	4040.061	98	0	240
2026.07.29	08:21:00	4040.133	4040.515	4039.147	4039.599	103	0	240
2026.07.29	08:22:00	4039.515	4039.763	4039.108	4039.347	95	0	240
2026.07.29	08:23:00	4039.205	4039.476	4038.723	4039.191	123	0	240
2026.07.29	08:24:00	4038.950	4039.591	4037.411	4037.841	156	0	240
2026.07.29	08:25:00	4037.836	4038.187	4036.977	4037.207	125	0	240
2026.07.29	08:26:00	4037.132	4037.515	4035.855	4035.990	159	0	240
2026.07.29	08:27:00	4036.107	4037.620	4035.441	4037.317	139	0	240
2026.07.29	08:28:00	4037.469	4037.711	4036.890	4037.146	128	0	240
2026.07.29	08:29:00	4037.109	4037.548	4036.957	4037.323	104	0	240
2026.07.29	08:30:00	4037.268	4037.326	4035.783	4036.621	227	0	240
2026.07.29	08:31:00	4036.648	4037.594	4036.408	4037.396	154	0	240
2026.07.29	08:32:00	4037.445	4037.975	4036.277	4037.734	178	0	240
2026.07.29	08:33:00	4037.423	4037.751	4036.076	4036.315	122	0	240
2026.07.29	08:34:00	4036.304	4036.749	4035.834	4036.109	110	0	240
2026.07.29	08:35:00	4036.106	4036.894	4036.031	4036.894	87	0	240
2026.07.29	08:36:00	4036.836	4037.971	4036.686	4037.485	87	0	240
2026.07.29	08:37:00	4037.200	4037.698	4036.947	4036.991	91	0	240
2026.07.29	08:38:00	4037.017	4038.969	4036.686	4038.517	130	0	240
2026.07.29	08:39:00	4038.518	4038.540	4037.405	4038.119	135	0	240
2026.07.29	08:40:00	4037.857	4038.867	4037.673	4038.713	95	0	240
2026.07.29	08:41:00	4038.764	4039.035	4037.488	4037.811	109	0	240
2026.07.29	08:42:00	4037.862	4038.555	4037.558	4038.334	98	0	240
2026.07.29	08:43:00	4038.249	4039.014	4038.086	4038.852	109	0	240
2026.07.29	08:44:00	4038.580	4039.312	4037.970	4038.284	97	0	240
2026.07.29	08:45:00	4038.285	4038.726	4037.717	4038.458	97	0	240
2026.07.29	08:46:00	4038.514	4039.724	4038.260	4039.639	111	0	240
2026.07.29	08:47:00	4039.516	4040.071	4038.662	4039.323	117	0	240
2026.07.29	08:48:00	4039.058	4039.339	4037.557	4037.921	97	0	240
2026.07.29	08:49:00	4037.662	4038.410	4037.370	4037.771	118	0	240
2026.07.29	08:50:00	4037.583	4038.199	4036.922	4037.785	156	0	240
2026.07.29	08:51:00	4037.739	4038.413	4037.446	4038.413	109	0	240
2026.07.29	08:52:00	4038.479	4039.192	4037.828	4038.898	119	0	240
2026.07.29	08:53:00	4038.947	4039.353	4037.778	4038.798	169	0	240
2026.07.29	08:54:00	4038.798	4040.213	4038.738	4039.070	190	0	240
2026.07.29	08:55:00	4039.075	4039.367	4038.733	4039.362	92	0	240
2026.07.29	08:56:00	4039.362	4039.511	4038.462	4038.808	113	0	240
2026.07.29	08:57:00	4038.515	4039.133	4037.970	4038.850	129	0	240
2026.07.29	08:58:00	4038.841	4039.157	4037.413	4037.548	86	0	240
2026.07.29	08:59:00	4037.771	4037.779	4037.052	4037.444	99	0	240
2026.07.29	09:00:00	4037.493	4038.430	4036.341	4036.962	145	0	240
2026.07.29	09:01:00	4037.058	4037.931	4036.534	4037.671	119	0	240
2026.07.29	09:02:00	4037.730	4038.177	4036.925	4037.221	111	0	240
2026.07.29	09:03:00	4037.216	4037.895	4036.512	4037.616	107	0	240
2026.07.29	09:04:00	4037.625	4038.013	4037.126	4037.356	79	0	240
2026.07.29	09:05:00	4037.379	4037.460	4036.680	4037.130	93	0	240
2026.07.29	09:06:00	4036.892	4037.599	4036.521	4036.717	93	0	240
2026.07.29	09:07:00	4036.696	4036.696	4035.728	4036.610	99	0	240
2026.07.29	09:08:00	4036.561	4036.604	4036.061	4036.362	79	0	240
2026.07.29	09:09:00	4036.565	4037.861	4036.379	4037.577	104	0	240
2026.07.29	09:10:00	4037.521	4037.811	4036.878	4037.068	87	0	240
2026.07.29	09:11:00	4037.034	4037.181	4036.361	4036.667	83	0	240
2026.07.29	09:12:00	4036.518	4037.191	4036.263	4036.263	90	0	240
2026.07.29	09:13:00	4036.260	4036.536	4035.817	4036.295	90	0	240
2026.07.29	09:14:00	4036.274	4036.484	4035.449	4036.321	98	0	240
2026.07.29	09:15:00	4036.333	4037.211	4036.008	4037.015	97	0	240
2026.07.29	09:16:00	4036.986	4037.277	4036.606	4036.838	76	0	240
2026.07.29	09:17:00	4036.789	4037.232	4036.624	4037.021	77	0	240
2026.07.29	09:18:00	4037.106	4037.393	4036.899	4036.941	72	0	240
2026.07.29	09:19:00	4037.189	4037.554	4036.874	4036.995	84	0	240
2026.07.29	09:20:00	4036.972	4037.088	4035.673	4035.856	94	0	240
2026.07.29	09:21:00	4035.607	4036.151	4035.044	4035.565	77	0	240
2026.07.29	09:22:00	4035.293	4036.205	4035.190	4035.292	101	0	240
2026.07.29	09:23:00	4035.342	4035.467	4033.779	4034.367	94	0	240
2026.07.29	09:24:00	4034.257	4035.120	4034.107	4034.775	95	0	240
2026.07.29	09:25:00	4034.578	4034.833	4033.674	4034.363	118	0	240
2026.07.29	09:26:00	4034.581	4034.795	4033.603	4033.820	117	0	240
2026.07.29	09:27:00	4033.878	4034.295	4033.602	4033.699	72	0	240
2026.07.29	09:28:00	4033.713	4034.275	4033.410	4034.252	84	0	240
2026.07.29	09:29:00	4034.051	4034.275	4033.463	4033.858	112	0	240
2026.07.29	09:30:00	4033.911	4034.358	4031.110	4032.088	303	0	240
2026.07.29	09:31:00	4032.078	4033.090	4031.957	4032.363	164	0	240
2026.07.29	09:32:00	4032.389	4033.176	4031.698	4032.693	194	0	240
2026.07.29	09:33:00	4032.669	4034.696	4032.455	4034.280	190	0	240
2026.07.29	09:34:00	4034.276	4034.724	4033.432	4033.797	123	0	240
2026.07.29	09:35:00	4033.909	4034.315	4033.274	4033.798	119	0	240
2026.07.29	09:36:00	4033.607	4034.414	4033.328	4034.165	89	0	240
2026.07.29	09:37:00	4034.426	4034.784	4033.830	4034.286	104	0	240
2026.07.29	09:38:00	4034.235	4034.950	4033.378	4034.771	116	0	240
2026.07.29	09:39:00	4034.537	4034.793	4032.607	4033.021	159	0	240
2026.07.29	09:40:00	4032.987	4033.351	4032.467	4033.024	127	0	240
2026.07.29	09:41:00	4032.969	4034.621	4032.448	4034.287	140	0	240
2026.07.29	09:42:00	4034.037	4034.816	4033.617	4034.439	133	0	240
2026.07.29	09:43:00	4034.531	4034.833	4033.994	4034.334	90	0	240
2026.07.29	09:44:00	4034.112	4034.934	4033.977	4034.203	102	0	240
2026.07.29	09:45:00	4034.094	4034.927	4034.094	4034.233	116	0	240
2026.07.29	09:46:00	4034.287	4035.724	4034.002	4035.476	132	0	240
2026.07.29	09:47:00	4035.176	4035.400	4034.646	4035.176	88	0	240
2026.07.29	09:48:00	4034.958	4035.188	4034.250	4034.569	99	0	240
2026.07.29	09:49:00	4034.374	4035.713	4034.374	4035.616	106	0	240
2026.07.29	09:50:00	4035.507	4036.156	4035.234	4036.116	91	0	240
2026.07.29	09:51:00	4036.166	4036.380	4035.325	4035.657	74	0	240
2026.07.29	09:52:00	4035.603	4036.242	4035.348	4036.098	87	0	240
2026.07.29	09:53:00	4035.998	4036.086	4034.975	4035.094	76	0	240
2026.07.29	09:54:00	4035.109	4035.703	4034.798	4035.401	88	0	240
2026.07.29	09:55:00	4035.092	4035.258	4033.909	4033.923	137	0	240
2026.07.29	09:56:00	4033.857	4034.172	4033.581	4033.648	93	0	240
2026.07.29	09:57:00	4033.610	4033.626	4031.923	4033.047	152	0	240
2026.07.29	09:58:00	4033.097	4033.450	4032.771	4033.263	90	0	240
2026.07.29	09:59:00	4032.965	4033.326	4031.921	4032.749	133	0	240
2026.07.29	10:00:00	4032.803	4033.655	4031.861	4033.093	145	0	240
2026.07.29	10:01:00	4033.204	4033.587	4032.578	4033.306	121	0	240
2026.07.29	10:02:00	4033.322	4033.714	4032.677	4032.799	104	0	240
2026.07.29	10:03:00	4032.959	4033.780	4032.624	4032.691	116	0	240
2026.07.29	10:04:00	4032.637	4033.330	4032.061	4033.034	110	0	240
2026.07.29	10:05:00	4033.036	4033.963	4031.725	4033.151	209	0	240
2026.07.29	10:06:00	4032.802	4033.742	4030.864	4032.453	280	0	240
2026.07.29	10:07:00	4032.224	4033.075	4031.436	4032.753	204	0	240
2026.07.29	10:08:00	4032.972	4033.267	4031.888	4032.323	134	0	240
2026.07.29	10:09:00	4032.548	4032.779	4031.880	4032.779	126	0	240
2026.07.29	10:10:00	4032.592	4033.593	4032.571	4033.146	128	0	240
2026.07.29	10:11:00	4033.079	4033.336	4032.133	4032.133	120	0	240
2026.07.29	10:12:00	4032.161	4033.002	4031.449	4032.158	153	0	240
2026.07.29	10:13:00	4032.158	4032.330	4031.241	4031.767	127	0	240
2026.07.29	10:14:00	4031.871	4032.208	4030.914	4031.759	187	0	240
2026.07.29	10:15:00	4031.785	4032.093	4030.471	4031.027	136	0	240
2026.07.29	10:16:00	4031.028	4032.098	4030.590	4031.743	107	0	240
2026.07.29	10:17:00	4031.777	4032.099	4030.142	4030.473	106	0	240
2026.07.29	10:18:00	4030.508	4031.692	4030.196	4031.391	158	0	240
2026.07.29	10:19:00	4031.368	4032.403	4030.756	4032.351	121	0	240
2026.07.29	10:20:00	4032.070	4032.760	4031.649	4031.849	120	0	240
2026.07.29	10:21:00	4031.753	4032.000	4031.079	4031.230	81	0	240
2026.07.29	10:22:00	4031.234	4031.942	4031.177	4031.942	83	0	240
2026.07.29	10:23:00	4031.702	4031.950	4031.214	4031.458	93	0	240
2026.07.29	10:24:00	4031.508	4031.850	4031.186	4031.454	68	0	240
2026.07.29	10:25:00	4031.484	4031.636	4030.195	4030.564	126	0	240
2026.07.29	10:26:00	4030.815	4031.817	4030.501	4031.793	119	0	240
2026.07.29	10:27:00	4031.539	4032.190	4031.321	4031.850	108	0	240
2026.07.29	10:28:00	4031.862	4032.539	4031.723	4032.369	94	0	240
2026.07.29	10:29:00	4032.131	4033.412	4032.044	4032.862	104	0	240
2026.07.29	10:30:00	4033.065	4033.920	4032.674	4033.597	103	0	240
2026.07.29	10:31:00	4033.532	4034.449	4033.199	4034.115	124	0	240
2026.07.29	10:32:00	4034.037	4034.235	4033.026	4033.174	76	0	240
2026.07.29	10:33:00	4032.924	4034.225	4032.924	4034.192	111	0	240
2026.07.29	10:34:00	4034.141	4034.414	4032.087	4032.184	103	0	240
2026.07.29	10:35:00	4032.120	4032.650	4031.702	4032.324	106	0	240
2026.07.29	10:36:00	4032.321	4032.321	4030.886	4031.388	122	0	240
2026.07.29	10:37:00	4031.339	4031.713	4030.850	4031.299	136	0	240
2026.07.29	10:38:00	4031.301	4031.843	4029.236	4029.815	172	0	240
2026.07.29	10:39:00	4029.731	4030.456	4028.731	4029.227	142	0	240
2026.07.29	10:40:00	4029.281	4029.595	4028.186	4028.322	172	0	240
2026.07.29	10:41:00	4028.272	4028.995	4028.007	4028.557	116	0	240
2026.07.29	10:42:00	4028.648	4028.814	4028.068	4028.416	113	0	240
2026.07.29	10:43:00	4028.402	4028.433	4026.130	4026.893	187	0	240
2026.07.29	10:44:00	4026.941	4027.790	4026.865	4027.486	115	0	240
2026.07.29	10:45:00	4027.423	4027.768	4026.859	4027.028	114	0	240
2026.07.29	10:46:00	4027.026	4027.293	4026.348	4027.111	111	0	240
2026.07.29	10:47:00	4027.062	4027.539	4026.883	4027.383	95	0	240
2026.07.29	10:48:00	4027.364	4027.962	4026.727	4027.461	94	0	240
2026.07.29	10:49:00	4027.824	4027.965	4027.008	4027.761	94	0	240
2026.07.29	10:50:00	4027.556	4028.194	4027.036	4027.961	101	0	240
2026.07.29	10:51:00	4027.899	4028.526	4026.258	4026.594	133	0	240
2026.07.29	10:52:00	4026.609	4026.773	4025.792	4026.410	104	0	240
2026.07.29	10:53:00	4026.411	4026.927	4026.316	4026.435	90	0	240
2026.07.29	10:54:00	4026.568	4027.072	4026.443	4026.963	75	0	240
2026.07.29	10:55:00	4026.720	4026.977	4026.150	4026.476	94	0	240
2026.07.29	10:56:00	4026.481	4027.117	4025.889	4026.758	98	0	240
2026.07.29	10:57:00	4026.702	4026.999	4026.517	4026.783	80	0	240
2026.07.29	10:58:00	4026.889	4027.230	4026.435	4026.587	91	0	240
2026.07.29	10:59:00	4026.573	4027.563	4026.459	4027.211	103	0	240
2026.07.29	11:00:00	4027.340	4028.489	4027.058	4028.137	211	0	240
2026.07.29	11:01:00	4028.442	4028.887	4027.514	4028.676	172	0	240
2026.07.29	11:02:00	4028.724	4029.370	4028.039	4028.482	137	0	240
2026.07.29	11:03:00	4028.489	4028.547	4027.611	4027.912	120	0	240
2026.07.29	11:04:00	4028.026	4028.181	4027.510	4028.146	93	0	240
2026.07.29	11:05:00	4027.865	4028.403	4027.178	4027.178	107	0	240
2026.07.29	11:06:00	4027.300	4027.300	4025.966	4026.263	132	0	240
2026.07.29	11:07:00	4026.251	4026.732	4024.826	4025.431	167	0	240
2026.07.29	11:08:00	4025.540	4026.581	4025.308	4026.562	141	0	240
2026.07.29	11:09:00	4026.325	4026.589	4025.465	4026.123	128	0	240
2026.07.29	11:10:00	4026.095	4027.163	4025.942	4027.116	102	0	240
2026.07.29	11:11:00	4026.865	4028.305	4026.683	4027.670	108	0	240
2026.07.29	11:12:00	4027.454	4029.070	4027.454	4028.668	109	0	240
2026.07.29	11:13:00	4028.611	4029.454	4028.362	4028.798	116	0	240
2026.07.29	11:14:00	4028.873	4029.618	4028.151	4029.511	93	0	240
2026.07.29	11:15:00	4029.514	4029.872	4028.284	4028.814	96	0	240
2026.07.29	11:16:00	4028.572	4029.213	4028.492	4028.753	78	0	240
2026.07.29	11:17:00	4028.701	4029.898	4028.520	4029.849	116	0	240
2026.07.29	11:18:00	4029.623	4032.633	4029.524	4032.525	176	0	240
2026.07.29	11:19:00	4032.475	4032.589	4031.841	4032.439	135	0	240
2026.07.29	11:20:00	4032.451	4032.864	4031.703	4032.864	113	0	240
2026.07.29	11:21:00	4032.790	4032.973	4032.147	4032.635	103	0	240
2026.07.29	11:22:00	4032.443	4032.895	4031.756	4032.215	97	0	240
2026.07.29	11:23:00	4032.125	4032.585	4031.791	4032.420	98	0	240
2026.07.29	11:24:00	4032.438	4032.935	4032.039	4032.520	76	0	240
2026.07.29	11:25:00	4032.317	4032.486	4031.753	4032.032	91	0	240
2026.07.29	11:26:00	4032.095	4033.042	4031.764	4031.959	92	0	240
2026.07.29	11:27:00	4031.959	4032.217	4031.609	4032.087	70	0	240
2026.07.29	11:28:00	4031.757	4033.637	4031.757	4033.353	143	0	240
2026.07.29	11:29:00	4033.331	4033.590	4032.481	4032.666	120	0	240
2026.07.29	11:30:00	4032.716	4032.912	4032.072	4032.545	93	0	240
2026.07.29	11:31:00	4032.390	4032.760	4031.871	4032.427	82	0	240
2026.07.29	11:32:00	4032.127	4032.421	4031.153	4031.528	140	0	240
2026.07.29	11:33:00	4031.651	4032.057	4031.239	4031.597	98	0	240
2026.07.29	11:34:00	4031.343	4032.408	4031.273	4031.924	82	0	240
2026.07.29	11:35:00	4031.621	4032.093	4030.362	4030.902	105	0	240
2026.07.29	11:36:00	4030.727	4031.057	4029.974	4030.838	97	0	240
2026.07.29	11:37:00	4030.957	4031.667	4030.620	4031.055	91	0	240
2026.07.29	11:38:00	4031.105	4031.759	4030.788	4031.759	77	0	240
2026.07.29	11:39:00	4031.508	4032.256	4031.021	4031.715	94	0	240
2026.07.29	11:40:00	4031.747	4032.105	4031.375	4031.608	89	0	240
2026.07.29	11:41:00	4031.559	4031.866	4031.208	4031.866	81	0	240
2026.07.29	11:42:00	4031.636	4032.367	4031.420	4031.646	96	0	240
2026.07.29	11:43:00	4031.603	4031.964	4031.398	4031.511	79	0	240
2026.07.29	11:44:00	4031.730	4031.742	4030.675	4031.027	121	0	240
2026.07.29	11:45:00	4031.041	4032.163	4030.344	4031.799	116	0	240
2026.07.29	11:46:00	4031.690	4031.860	4031.337	4031.791	76	0	240
2026.07.29	11:47:00	4031.871	4033.910	4031.689	4033.083	294	0	240
2026.07.29	11:48:00	4033.163	4036.087	4032.425	4035.024	283	0	240
2026.07.29	11:49:00	4034.974	4035.233	4034.196	4034.600	188	0	240
2026.07.29	11:50:00	4034.545	4034.774	4033.150	4033.150	118	0	240
2026.07.29	11:51:00	4033.418	4034.139	4032.799	4033.331	132	0	240
2026.07.29	11:52:00	4033.257	4034.821	4032.933	4033.455	168	0	240
2026.07.29	11:53:00	4033.479	4033.547	4032.268	4033.010	136	0	240
2026.07.29	11:54:00	4033.001	4033.447	4031.739	4031.948	126	0	240
2026.07.29	11:55:00	4032.262	4032.463	4031.357	4031.716	125	0	240
2026.07.29	11:56:00	4031.942	4032.781	4031.530	4032.229	106	0	240
2026.07.29	11:57:00	4032.180	4032.548	4031.158	4031.621	114	0	240
2026.07.29	11:58:00	4031.574	4032.167	4031.448	4032.102	91	0	240
2026.07.29	11:59:00	4032.151	4032.648	4031.827	4032.616	91	0	240
2026.07.29	12:00:00	4032.665	4033.541	4030.850	4030.950	163	0	240
2026.07.29	12:01:00	4031.254	4031.965	4031.091	4031.440	129	0	240
2026.07.29	12:02:00	4031.694	4031.694	4030.201	4030.558	108	0	240
2026.07.29	12:03:00	4030.504	4031.113	4030.401	4030.691	128	0	240
2026.07.29	12:04:00	4030.805	4031.170	4030.257	4030.445	102	0	240
2026.07.29	12:05:00	4030.542	4031.031	4030.145	4030.513	143	0	240
2026.07.29	12:06:00	4030.563	4030.762	4029.499	4029.970	132	0	240
2026.07.29	12:07:00	4029.921	4031.324	4029.615	4030.785	137	0	240
2026.07.29	12:08:00	4031.086	4031.296	4030.023	4030.450	145	0	240
2026.07.29	12:09:00	4030.450	4030.462	4028.476	4030.140	156	0	240
2026.07.29	12:10:00	4029.837	4031.048	4029.576	4030.353	152	0	240
2026.07.29	12:11:00	4030.305	4030.305	4028.780	4029.563	106	0	240
2026.07.29	12:12:00	4029.329	4029.637	4027.814	4028.068	114	0	240
2026.07.29	12:13:00	4028.084	4028.632	4027.957	4027.957	122	0	240
2026.07.29	12:14:00	4027.957	4028.083	4025.864	4026.904	255	0	240
2026.07.29	12:15:00	4027.228	4027.661	4025.706	4027.312	227	0	240
2026.07.29	12:16:00	4027.368	4027.427	4022.399	4022.610	817	0	240
